"period","zone","gender","cancer","count"
"2002-2006","S01002227","All","Prostate Cancer",1
"2000-2004","S01002235","All","Prostate Cancer",6
"2001-2005","S01002229","All","Prostate Cancer",3
"2002-2006","S01002225","All","Prostate Cancer",1
"1998-2002","S01002229","All","Prostate Cancer",4
"2003-2007","S01002227","All","Prostate Cancer",3
"2002-2006","S01002229","All","Prostate Cancer",2
"2000-2004","S01002225","All","Prostate Cancer",1
"2005-2009","S01002229","All","Prostate Cancer",1
"2004-2008","S01002229","All","Prostate Cancer",2
"1997-2001","S01002229","All","Prostate Cancer",5
"2001-2005","S01002238","All","Prostate Cancer",0
"2000-2004","S01002239","All","Prostate Cancer",2
"1999-2003","S01002237","All","Prostate Cancer",5
"1999-2003","S01002227","All","Prostate Cancer",2
"2000-2004","S01002229","All","Prostate Cancer",3
"2001-2005","S01002237","All","Prostate Cancer",3
"1997-2001","S01002237","All","Prostate Cancer",5
"1998-2002","S01002227","All","Prostate Cancer",5
"2000-2004","S01002233","All","Prostate Cancer",2
"2003-2007","S01002227","All","Malignant Neoplasms",38
"2005-2009","S01002238","All","Malignant Neoplasms",24
"1997-2001","S01002228","All","Malignant Neoplasms",44
"2005-2009","S01002228","All","Malignant Neoplasms",31
"2004-2008","S01002228","All","Malignant Neoplasms",37
"2003-2007","S01002228","All","Malignant Neoplasms",32
"1997-2001","S01002238","All","Malignant Neoplasms",28
"1998-2002","S01002228","All","Malignant Neoplasms",46
"2000-2004","S01002238","All","Malignant Neoplasms",15
"2000-2004","S01002225","All","Malignant Neoplasms",9
"2002-2006","S01002228","All","Malignant Neoplasms",33
"1999-2003","S01002228","All","Malignant Neoplasms",43
"2001-2005","S01002238","All","Malignant Neoplasms",18
"1998-2002","S01002225","All","Malignant Neoplasms",9
"1998-2002","S01002238","All","Malignant Neoplasms",23
"2001-2005","S01002228","All","Malignant Neoplasms",33
"2005-2009","S01002239","All","Malignant Neoplasms",30
"2000-2004","S01002228","All","Malignant Neoplasms",43
"2005-2009","S01002225","All","Malignant Neoplasms",10
"2003-2007","S01002237","All","Malignant Neoplasms",23
"2002-2006","S01002237","All","Malignant Neoplasms",19
"1998-2002","S01002229","All","Malignant Neoplasms",26
"2001-2005","S01002229","All","Malignant Neoplasms",24
"2000-2004","S01002237","All","Malignant Neoplasms",18
"2003-2007","S01002229","All","Malignant Neoplasms",23
"2004-2008","S01002229","All","Malignant Neoplasms",23
"2001-2005","S01002237","All","Malignant Neoplasms",13
"2001-2005","S01002239","All","Malignant Neoplasms",29
"2000-2004","S01002229","All","Malignant Neoplasms",23
"2005-2009","S01002229","All","Malignant Neoplasms",28
"1998-2002","S01002237","All","Malignant Neoplasms",24
"1999-2003","S01002229","All","Malignant Neoplasms",24
"2004-2008","S01002237","All","Malignant Neoplasms",28
"2002-2006","S01002229","All","Malignant Neoplasms",25
"1997-2001","S01002229","All","Malignant Neoplasms",26
"2002-2006","S01002225","All","Malignant Neoplasms",11
"1997-2001","S01002230","All","Malignant Neoplasms",12
"1998-2002","S01002230","All","Malignant Neoplasms",15
"2005-2009","S01002237","All","Malignant Neoplasms",34
"1999-2003","S01002230","All","Malignant Neoplasms",17
"1999-2003","S01002237","All","Malignant Neoplasms",24
"2000-2004","S01002230","All","Malignant Neoplasms",19
"2001-2005","S01002230","All","Malignant Neoplasms",19
"1999-2003","S01002225","All","Malignant Neoplasms",9
"2002-2006","S01002230","All","Malignant Neoplasms",22
"1997-2001","S01002237","All","Malignant Neoplasms",24
"2001-2005","S01002225","All","Malignant Neoplasms",7
"2003-2007","S01002230","All","Malignant Neoplasms",19
"2004-2008","S01002230","All","Malignant Neoplasms",19
"2005-2009","S01002230","All","Malignant Neoplasms",17
"1999-2003","S01002231","All","Malignant Neoplasms",26
"1999-2003","S01002236","All","Malignant Neoplasms",29
"2002-2006","S01002231","All","Malignant Neoplasms",17
"1997-2001","S01002231","All","Malignant Neoplasms",24
"2005-2009","S01002231","All","Malignant Neoplasms",25
"2000-2004","S01002231","All","Malignant Neoplasms",22
"2004-2008","S01002231","All","Malignant Neoplasms",23
"2003-2007","S01002231","All","Malignant Neoplasms",25
"2005-2009","S01002236","All","Malignant Neoplasms",34
"2003-2007","S01002225","All","Malignant Neoplasms",12
"1998-2002","S01002231","All","Malignant Neoplasms",22
"1997-2001","S01002236","All","Malignant Neoplasms",28
"2001-2005","S01002231","All","Malignant Neoplasms",20
"2004-2008","S01002236","All","Malignant Neoplasms",34
"2004-2008","S01002239","All","Malignant Neoplasms",30
"1999-2003","S01002232","All","Malignant Neoplasms",34
"2003-2007","S01002236","All","Malignant Neoplasms",33
"2002-2006","S01002232","All","Malignant Neoplasms",33
"2004-2008","S01002232","All","Malignant Neoplasms",26
"2000-2004","S01002226","All","Malignant Neoplasms",24
"2003-2007","S01002232","All","Malignant Neoplasms",32
"2000-2004","S01002239","All","Malignant Neoplasms",28
"2000-2004","S01002232","All","Malignant Neoplasms",24
"2000-2004","S01002236","All","Malignant Neoplasms",26
"1998-2002","S01002232","All","Malignant Neoplasms",30
"1997-2001","S01002232","All","Malignant Neoplasms",37
"2005-2009","S01002232","All","Malignant Neoplasms",29
"2001-2005","S01002236","All","Malignant Neoplasms",28
"1997-2001","S01002239","All","Malignant Neoplasms",17
"1998-2002","S01002236","All","Malignant Neoplasms",28
"1998-2002","S01002239","All","Malignant Neoplasms",21
"2001-2005","S01002232","All","Malignant Neoplasms",32
"2002-2006","S01002236","All","Malignant Neoplasms",31
"2000-2004","S01002233","All","Malignant Neoplasms",30
"1997-2001","S01002235","All","Malignant Neoplasms",22
"2001-2005","S01002233","All","Malignant Neoplasms",30
"1999-2003","S01002226","All","Malignant Neoplasms",21
"2002-2006","S01002233","All","Malignant Neoplasms",29
"1999-2003","S01002233","All","Malignant Neoplasms",30
"1999-2003","S01002239","All","Malignant Neoplasms",23
"1998-2002","S01002233","All","Malignant Neoplasms",28
"2002-2006","S01002226","All","Malignant Neoplasms",26
"2002-2006","S01002235","All","Malignant Neoplasms",28
"2003-2007","S01002233","All","Malignant Neoplasms",26
"2001-2005","S01002235","All","Malignant Neoplasms",25
"2004-2008","S01002233","All","Malignant Neoplasms",22
"2005-2009","S01002233","All","Malignant Neoplasms",19
"1997-2001","S01002233","All","Malignant Neoplasms",24
"2000-2004","S01002235","All","Malignant Neoplasms",24
"2004-2008","S01002234","All","Malignant Neoplasms",10
"2005-2009","S01002235","All","Malignant Neoplasms",24
"2005-2009","S01002226","All","Malignant Neoplasms",29
"2003-2007","S01002234","All","Malignant Neoplasms",12
"1997-2001","S01002234","All","Malignant Neoplasms",24
"2003-2007","S01002235","All","Malignant Neoplasms",27
"1999-2003","S01002235","All","Malignant Neoplasms",26
"2005-2009","S01002234","All","Malignant Neoplasms",12
"1998-2002","S01002234","All","Malignant Neoplasms",25
"2001-2005","S01002234","All","Malignant Neoplasms",17
"1999-2003","S01002234","All","Malignant Neoplasms",24
"2004-2008","S01002235","All","Malignant Neoplasms",23
"2002-2006","S01002234","All","Malignant Neoplasms",14
"2000-2004","S01002234","All","Malignant Neoplasms",20
"1998-2002","S01002235","All","Malignant Neoplasms",23
"2004-2008","S01002226","All","Malignant Neoplasms",30
"2001-2005","S01002226","All","Malignant Neoplasms",26
"2003-2007","S01002226","All","Malignant Neoplasms",28
"2003-2007","S01002239","All","Malignant Neoplasms",29
"1998-2002","S01002226","All","Malignant Neoplasms",20
"2002-2006","S01002239","All","Malignant Neoplasms",28
"1997-2001","S01002226","All","Malignant Neoplasms",21
"1997-2001","S01002227","All","Malignant Neoplasms",38
"2004-2008","S01002238","All","Malignant Neoplasms",26
"2004-2008","S01002225","All","Malignant Neoplasms",12
"1999-2003","S01002238","All","Malignant Neoplasms",16
"2003-2007","S01002238","All","Malignant Neoplasms",18
"2000-2004","S01002227","All","Malignant Neoplasms",38
"2005-2009","S01002227","All","Malignant Neoplasms",38
"2002-2006","S01002227","All","Malignant Neoplasms",36
"1997-2001","S01002225","All","Malignant Neoplasms",10
"2004-2008","S01002227","All","Malignant Neoplasms",40
"1998-2002","S01002227","All","Malignant Neoplasms",36
"1999-2003","S01002227","All","Malignant Neoplasms",37
"2002-2006","S01002238","All","Malignant Neoplasms",18
"2001-2005","S01002227","All","Malignant Neoplasms",38
"1998-2002","S01002225","All","Breast Cancer",1
"2004-2008","S01002225","All","Breast Cancer",3
"2001-2005","S01002225","All","Breast Cancer",0
"2005-2009","S01002225","All","Breast Cancer",3
"1997-2001","S01002225","All","Breast Cancer",2
"2003-2007","S01002225","All","Breast Cancer",3
"2002-2006","S01002225","All","Breast Cancer",2
"1999-2003","S01002225","All","Breast Cancer",1
"2000-2004","S01002225","All","Breast Cancer",0
"2002-2006","S01002226","All","Breast Cancer",4
"1997-2001","S01002226","All","Breast Cancer",1
"2001-2005","S01002226","All","Breast Cancer",2
"2004-2008","S01002226","All","Breast Cancer",6
"2005-2009","S01002226","All","Breast Cancer",7
"2000-2004","S01002226","All","Breast Cancer",0
"1998-2002","S01002226","All","Breast Cancer",1
"1999-2003","S01002226","All","Breast Cancer",0
"2003-2007","S01002226","All","Breast Cancer",4
"1999-2003","S01002227","All","Breast Cancer",6
"2003-2007","S01002227","All","Breast Cancer",8
"2000-2004","S01002227","All","Breast Cancer",7
"2001-2005","S01002227","All","Breast Cancer",9
"2002-2006","S01002227","All","Breast Cancer",7
"2005-2009","S01002227","All","Breast Cancer",6
"2004-2008","S01002227","All","Breast Cancer",7
"1998-2002","S01002227","All","Breast Cancer",4
"1997-2001","S01002227","All","Breast Cancer",5
"2004-2008","S01002228","All","Breast Cancer",5
"1998-2002","S01002228","All","Breast Cancer",10
"2005-2009","S01002228","All","Breast Cancer",5
"1997-2001","S01002228","All","Breast Cancer",6
"2003-2007","S01002228","All","Breast Cancer",5
"2002-2006","S01002228","All","Breast Cancer",10
"2001-2005","S01002228","All","Breast Cancer",10
"1999-2003","S01002228","All","Breast Cancer",10
"2000-2004","S01002228","All","Breast Cancer",10
"2003-2007","S01002229","All","Breast Cancer",2
"1997-2001","S01002229","All","Breast Cancer",4
"1999-2003","S01002229","All","Breast Cancer",3
"1998-2002","S01002229","All","Breast Cancer",4
"2000-2004","S01002229","All","Breast Cancer",2
"2004-2008","S01002229","All","Breast Cancer",3
"2005-2009","S01002229","All","Breast Cancer",4
"2001-2005","S01002229","All","Breast Cancer",2
"2002-2006","S01002229","All","Breast Cancer",2
"1997-2001","S01002230","All","Breast Cancer",1
"1998-2002","S01002230","All","Breast Cancer",1
"1999-2003","S01002230","All","Breast Cancer",2
"2000-2004","S01002230","All","Breast Cancer",1
"2001-2005","S01002230","All","Breast Cancer",2
"2002-2006","S01002230","All","Breast Cancer",5
"2003-2007","S01002230","All","Breast Cancer",6
"2004-2008","S01002230","All","Breast Cancer",5
"2005-2009","S01002230","All","Breast Cancer",5
"2001-2005","S01002231","All","Breast Cancer",5
"2000-2004","S01002231","All","Breast Cancer",5
"1999-2003","S01002231","All","Breast Cancer",5
"2004-2008","S01002231","All","Breast Cancer",4
"1998-2002","S01002231","All","Breast Cancer",4
"2003-2007","S01002231","All","Breast Cancer",4
"1997-2001","S01002231","All","Breast Cancer",3
"2005-2009","S01002231","All","Breast Cancer",4
"2002-2006","S01002231","All","Breast Cancer",2
"2005-2009","S01002232","All","Breast Cancer",2
"2001-2005","S01002232","All","Breast Cancer",4
"2000-2004","S01002232","All","Breast Cancer",3
"2002-2006","S01002232","All","Breast Cancer",3
"1998-2002","S01002232","All","Breast Cancer",4
"1997-2001","S01002232","All","Breast Cancer",4
"1999-2003","S01002232","All","Breast Cancer",4
"2004-2008","S01002232","All","Breast Cancer",1
"2003-2007","S01002232","All","Breast Cancer",2
"2000-2004","S01002233","All","Breast Cancer",3
"1999-2003","S01002233","All","Breast Cancer",2
"2001-2005","S01002233","All","Breast Cancer",5
"2005-2009","S01002233","All","Breast Cancer",4
"2002-2006","S01002233","All","Breast Cancer",6
"2003-2007","S01002233","All","Breast Cancer",6
"1997-2001","S01002233","All","Breast Cancer",1
"1998-2002","S01002233","All","Breast Cancer",1
"2004-2008","S01002233","All","Breast Cancer",5
"1998-2002","S01002234","All","Breast Cancer",5
"1997-2001","S01002234","All","Breast Cancer",3
"2001-2005","S01002234","All","Breast Cancer",5
"2000-2004","S01002234","All","Breast Cancer",4
"2005-2009","S01002234","All","Breast Cancer",2
"2002-2006","S01002234","All","Breast Cancer",4
"1999-2003","S01002234","All","Breast Cancer",4
"2004-2008","S01002234","All","Breast Cancer",2
"2003-2007","S01002234","All","Breast Cancer",2
"1998-2002","S01002235","All","Breast Cancer",4
"2004-2008","S01002235","All","Breast Cancer",5
"2001-2005","S01002235","All","Breast Cancer",6
"2005-2009","S01002235","All","Breast Cancer",6
"2000-2004","S01002235","All","Breast Cancer",3
"2003-2007","S01002235","All","Breast Cancer",5
"1997-2001","S01002235","All","Breast Cancer",4
"1999-2003","S01002235","All","Breast Cancer",3
"2002-2006","S01002235","All","Breast Cancer",5
"2002-2006","S01002236","All","Breast Cancer",6
"2003-2007","S01002236","All","Breast Cancer",8
"1998-2002","S01002236","All","Breast Cancer",6
"2004-2008","S01002236","All","Breast Cancer",9
"1999-2003","S01002236","All","Breast Cancer",6
"1997-2001","S01002236","All","Breast Cancer",5
"2000-2004","S01002236","All","Breast Cancer",7
"2001-2005","S01002236","All","Breast Cancer",5
"2005-2009","S01002236","All","Breast Cancer",8
"1999-2003","S01002237","All","Breast Cancer",6
"2005-2009","S01002237","All","Breast Cancer",5
"2000-2004","S01002237","All","Breast Cancer",6
"2001-2005","S01002237","All","Breast Cancer",4
"1998-2002","S01002237","All","Breast Cancer",5
"2002-2006","S01002237","All","Breast Cancer",6
"1997-2001","S01002237","All","Breast Cancer",5
"2003-2007","S01002237","All","Breast Cancer",5
"2004-2008","S01002237","All","Breast Cancer",5
"1998-2002","S01002238","All","Breast Cancer",3
"2002-2006","S01002238","All","Breast Cancer",2
"2003-2007","S01002238","All","Breast Cancer",2
"2004-2008","S01002238","All","Breast Cancer",2
"1999-2003","S01002238","All","Breast Cancer",3
"1997-2001","S01002238","All","Breast Cancer",4
"2001-2005","S01002238","All","Breast Cancer",3
"2005-2009","S01002238","All","Breast Cancer",3
"2000-2004","S01002238","All","Breast Cancer",2
"1997-2001","S01002239","All","Breast Cancer",2
"1999-2003","S01002239","All","Breast Cancer",3
"2004-2008","S01002239","All","Breast Cancer",7
"2003-2007","S01002239","All","Breast Cancer",5
"2000-2004","S01002239","All","Breast Cancer",4
"2001-2005","S01002239","All","Breast Cancer",5
"1998-2002","S01002239","All","Breast Cancer",2
"2002-2006","S01002239","All","Breast Cancer",5
"2005-2009","S01002239","All","Breast Cancer",6
"2004-2008","S01002239","Male","Malignant Neoplasms",10
"1997-2001","S01002225","Male","Malignant Neoplasms",6
"1998-2002","S01002239","Male","Malignant Neoplasms",10
"2003-2007","S01002239","Male","Malignant Neoplasms",11
"2003-2007","S01002227","Male","Malignant Neoplasms",17
"2000-2004","S01002228","Male","Malignant Neoplasms",16
"2005-2009","S01002238","Male","Malignant Neoplasms",8
"2002-2006","S01002226","Male","Malignant Neoplasms",10
"1997-2001","S01002228","Male","Malignant Neoplasms",21
"2005-2009","S01002228","Male","Malignant Neoplasms",13
"2003-2007","S01002233","Male","Malignant Neoplasms",10
"2000-2004","S01002238","Male","Malignant Neoplasms",5
"2004-2008","S01002228","Male","Malignant Neoplasms",19
"1997-2001","S01002238","Male","Malignant Neoplasms",12
"2001-2005","S01002227","Male","Malignant Neoplasms",14
"2003-2007","S01002228","Male","Malignant Neoplasms",16
"1998-2002","S01002228","Male","Malignant Neoplasms",21
"2004-2008","S01002233","Male","Malignant Neoplasms",8
"2001-2005","S01002238","Male","Malignant Neoplasms",5
"2001-2005","S01002235","Male","Malignant Neoplasms",9
"2002-2006","S01002228","Male","Malignant Neoplasms",13
"1999-2003","S01002228","Male","Malignant Neoplasms",18
"2005-2009","S01002233","Male","Malignant Neoplasms",8
"1998-2002","S01002238","Male","Malignant Neoplasms",8
"2004-2008","S01002225","Male","Malignant Neoplasms",5
"2001-2005","S01002228","Male","Malignant Neoplasms",13
"1997-2001","S01002233","Male","Malignant Neoplasms",13
"2003-2007","S01002237","Male","Malignant Neoplasms",12
"1998-2002","S01002225","Male","Malignant Neoplasms",7
"1997-2001","S01002229","Male","Malignant Neoplasms",15
"2004-2008","S01002238","Male","Malignant Neoplasms",10
"2000-2004","S01002229","Male","Malignant Neoplasms",12
"2002-2006","S01002237","Male","Malignant Neoplasms",7
"2004-2008","S01002234","Male","Malignant Neoplasms",5
"2000-2004","S01002227","Male","Malignant Neoplasms",17
"1998-2002","S01002229","Male","Malignant Neoplasms",12
"2005-2009","S01002226","Male","Malignant Neoplasms",11
"2001-2005","S01002229","Male","Malignant Neoplasms",12
"2000-2004","S01002237","Male","Malignant Neoplasms",6
"1999-2003","S01002227","Male","Malignant Neoplasms",17
"2003-2007","S01002229","Male","Malignant Neoplasms",12
"2004-2008","S01002227","Male","Malignant Neoplasms",15
"2001-2005","S01002237","Male","Malignant Neoplasms",5
"2004-2008","S01002229","Male","Malignant Neoplasms",10
"2003-2007","S01002234","Male","Malignant Neoplasms",7
"2004-2008","S01002237","Male","Malignant Neoplasms",14
"2003-2007","S01002235","Male","Malignant Neoplasms",13
"2005-2009","S01002229","Male","Malignant Neoplasms",12
"1997-2001","S01002234","Male","Malignant Neoplasms",9
"1999-2003","S01002229","Male","Malignant Neoplasms",13
"2000-2004","S01002239","Male","Malignant Neoplasms",14
"1999-2003","S01002237","Male","Malignant Neoplasms",10
"2002-2006","S01002229","Male","Malignant Neoplasms",11
"2003-2007","S01002238","Male","Malignant Neoplasms",7
"1997-2001","S01002230","Male","Malignant Neoplasms",6
"2005-2009","S01002234","Male","Malignant Neoplasms",6
"2002-2006","S01002225","Male","Malignant Neoplasms",7
"2005-2009","S01002237","Male","Malignant Neoplasms",16
"1998-2002","S01002230","Male","Malignant Neoplasms",11
"1997-2001","S01002227","Male","Malignant Neoplasms",20
"1999-2003","S01002230","Male","Malignant Neoplasms",11
"1999-2003","S01002234","Male","Malignant Neoplasms",11
"2005-2009","S01002239","Male","Malignant Neoplasms",9
"2000-2004","S01002230","Male","Malignant Neoplasms",13
"2001-2005","S01002239","Male","Malignant Neoplasms",14
"1998-2002","S01002234","Male","Malignant Neoplasms",9
"2001-2005","S01002230","Male","Malignant Neoplasms",12
"2001-2005","S01002234","Male","Malignant Neoplasms",5
"2002-2006","S01002230","Male","Malignant Neoplasms",12
"2005-2009","S01002227","Male","Malignant Neoplasms",15
"1997-2001","S01002237","Male","Malignant Neoplasms",12
"2000-2004","S01002235","Male","Malignant Neoplasms",11
"2003-2007","S01002230","Male","Malignant Neoplasms",7
"2005-2009","S01002235","Male","Malignant Neoplasms",9
"2004-2008","S01002230","Male","Malignant Neoplasms",7
"1999-2003","S01002235","Male","Malignant Neoplasms",12
"2005-2009","S01002230","Male","Malignant Neoplasms",6
"1998-2002","S01002237","Male","Malignant Neoplasms",12
"1999-2003","S01002231","Male","Malignant Neoplasms",6
"1999-2003","S01002239","Male","Malignant Neoplasms",12
"1999-2003","S01002236","Male","Malignant Neoplasms",16
"2002-2006","S01002231","Male","Malignant Neoplasms",5
"1997-2001","S01002231","Male","Malignant Neoplasms",4
"2005-2009","S01002231","Male","Malignant Neoplasms",11
"2000-2004","S01002231","Male","Malignant Neoplasms",5
"2004-2008","S01002235","Male","Malignant Neoplasms",11
"2003-2007","S01002225","Male","Malignant Neoplasms",5
"2004-2008","S01002231","Male","Malignant Neoplasms",8
"1997-2001","S01002236","Male","Malignant Neoplasms",13
"2002-2006","S01002227","Male","Malignant Neoplasms",15
"2003-2007","S01002231","Male","Malignant Neoplasms",9
"2005-2009","S01002236","Male","Malignant Neoplasms",17
"1998-2002","S01002231","Male","Malignant Neoplasms",4
"1998-2002","S01002235","Male","Malignant Neoplasms",10
"1999-2003","S01002238","Male","Malignant Neoplasms",4
"2000-2004","S01002234","Male","Malignant Neoplasms",7
"2001-2005","S01002231","Male","Malignant Neoplasms",5
"2004-2008","S01002236","Male","Malignant Neoplasms",16
"2002-2006","S01002234","Male","Malignant Neoplasms",7
"2000-2004","S01002236","Male","Malignant Neoplasms",12
"1999-2003","S01002232","Male","Malignant Neoplasms",22
"2002-2006","S01002232","Male","Malignant Neoplasms",18
"2004-2008","S01002232","Male","Malignant Neoplasms",14
"2004-2008","S01002226","Male","Malignant Neoplasms",12
"1999-2003","S01002225","Male","Malignant Neoplasms",7
"1998-2002","S01002232","Male","Malignant Neoplasms",19
"2003-2007","S01002236","Male","Malignant Neoplasms",15
"2003-2007","S01002232","Male","Malignant Neoplasms",19
"2000-2004","S01002232","Male","Malignant Neoplasms",14
"2001-2005","S01002226","Male","Malignant Neoplasms",12
"2005-2009","S01002225","Male","Malignant Neoplasms",4
"2002-2006","S01002238","Male","Malignant Neoplasms",6
"1997-2001","S01002232","Male","Malignant Neoplasms",22
"2000-2004","S01002225","Male","Malignant Neoplasms",7
"2000-2004","S01002226","Male","Malignant Neoplasms",14
"2005-2009","S01002232","Male","Malignant Neoplasms",17
"2001-2005","S01002236","Male","Malignant Neoplasms",14
"1998-2002","S01002236","Male","Malignant Neoplasms",15
"2003-2007","S01002226","Male","Malignant Neoplasms",13
"1997-2001","S01002239","Male","Malignant Neoplasms",8
"2001-2005","S01002225","Male","Malignant Neoplasms",6
"1998-2002","S01002227","Male","Malignant Neoplasms",19
"2001-2005","S01002232","Male","Malignant Neoplasms",17
"2002-2006","S01002236","Male","Malignant Neoplasms",16
"2000-2004","S01002233","Male","Malignant Neoplasms",13
"1998-2002","S01002226","Male","Malignant Neoplasms",11
"1999-2003","S01002226","Male","Malignant Neoplasms",11
"1997-2001","S01002235","Male","Malignant Neoplasms",12
"2001-2005","S01002233","Male","Malignant Neoplasms",13
"2002-2006","S01002233","Male","Malignant Neoplasms",11
"2002-2006","S01002239","Male","Malignant Neoplasms",13
"1997-2001","S01002226","Male","Malignant Neoplasms",11
"1999-2003","S01002233","Male","Malignant Neoplasms",16
"1998-2002","S01002233","Male","Malignant Neoplasms",15
"2002-2006","S01002235","Male","Malignant Neoplasms",12
"1998-2002","S01002234","Female","Malignant Neoplasms",16
"1998-2002","S01002237","Female","Malignant Neoplasms",12
"2000-2004","S01002238","Female","Malignant Neoplasms",10
"2000-2004","S01002239","Female","Malignant Neoplasms",14
"2000-2004","S01002233","Female","Malignant Neoplasms",17
"2004-2008","S01002230","Female","Malignant Neoplasms",12
"2000-2004","S01002237","Female","Malignant Neoplasms",12
"2000-2004","S01002228","Female","Malignant Neoplasms",27
"2005-2009","S01002238","Female","Malignant Neoplasms",16
"2000-2004","S01002232","Female","Malignant Neoplasms",10
"1999-2003","S01002225","Female","Malignant Neoplasms",2
"1997-2001","S01002228","Female","Malignant Neoplasms",23
"2005-2009","S01002230","Female","Malignant Neoplasms",11
"2003-2007","S01002233","Female","Malignant Neoplasms",16
"2005-2009","S01002228","Female","Malignant Neoplasms",18
"2003-2007","S01002232","Female","Malignant Neoplasms",13
"1999-2003","S01002231","Female","Malignant Neoplasms",20
"1997-2001","S01002238","Female","Malignant Neoplasms",16
"1999-2003","S01002239","Female","Malignant Neoplasms",11
"2002-2006","S01002239","Female","Malignant Neoplasms",15
"2004-2008","S01002228","Female","Malignant Neoplasms",18
"2003-2007","S01002236","Female","Malignant Neoplasms",18
"2003-2007","S01002227","Female","Malignant Neoplasms",21
"1999-2003","S01002235","Female","Malignant Neoplasms",14
"1997-2001","S01002225","Female","Malignant Neoplasms",4
"2002-2006","S01002227","Female","Malignant Neoplasms",21
"2005-2009","S01002225","Female","Malignant Neoplasms",6
"2003-2007","S01002228","Female","Malignant Neoplasms",16
"2002-2006","S01002226","Female","Malignant Neoplasms",16
"1998-2002","S01002228","Female","Malignant Neoplasms",25
"1997-2001","S01002239","Female","Malignant Neoplasms",9
"2004-2008","S01002238","Female","Malignant Neoplasms",16
"2001-2005","S01002238","Female","Malignant Neoplasms",13
"1998-2002","S01002233","Female","Malignant Neoplasms",13
"2002-2006","S01002231","Female","Malignant Neoplasms",12
"2004-2008","S01002233","Female","Malignant Neoplasms",14
"1997-2001","S01002231","Female","Malignant Neoplasms",20
"2003-2007","S01002225","Female","Malignant Neoplasms",7
"2002-2006","S01002228","Female","Malignant Neoplasms",20
"1999-2003","S01002228","Female","Malignant Neoplasms",25
"1999-2003","S01002226","Female","Malignant Neoplasms",10
"2005-2009","S01002226","Female","Malignant Neoplasms",18
"2001-2005","S01002235","Female","Malignant Neoplasms",16
"2000-2004","S01002227","Female","Malignant Neoplasms",21
"1998-2002","S01002235","Female","Malignant Neoplasms",13
"1999-2003","S01002236","Female","Malignant Neoplasms",13
"2005-2009","S01002233","Female","Malignant Neoplasms",11
"2005-2009","S01002231","Female","Malignant Neoplasms",14
"2005-2009","S01002235","Female","Malignant Neoplasms",15
"2001-2005","S01002228","Female","Malignant Neoplasms",20
"1998-2002","S01002238","Female","Malignant Neoplasms",15
"2000-2004","S01002234","Female","Malignant Neoplasms",13
"2002-2006","S01002237","Female","Malignant Neoplasms",12
"2003-2007","S01002237","Female","Malignant Neoplasms",11
"2000-2004","S01002231","Female","Malignant Neoplasms",17
"1997-2001","S01002233","Female","Malignant Neoplasms",11
"1997-2001","S01002232","Female","Malignant Neoplasms",15
"2002-2006","S01002238","Female","Malignant Neoplasms",12
"1999-2003","S01002233","Female","Malignant Neoplasms",14
"2004-2008","S01002231","Female","Malignant Neoplasms",15
"2001-2005","S01002239","Female","Malignant Neoplasms",15
"2001-2005","S01002226","Female","Malignant Neoplasms",14
"1997-2001","S01002229","Female","Malignant Neoplasms",11
"1997-2001","S01002236","Female","Malignant Neoplasms",15
"2005-2009","S01002232","Female","Malignant Neoplasms",12
"1998-2002","S01002229","Female","Malignant Neoplasms",14
"2005-2009","S01002236","Female","Malignant Neoplasms",17
"2001-2005","S01002227","Female","Malignant Neoplasms",24
"2001-2005","S01002229","Female","Malignant Neoplasms",12
"2004-2008","S01002239","Female","Malignant Neoplasms",20
"2003-2007","S01002231","Female","Malignant Neoplasms",16
"2002-2006","S01002225","Female","Malignant Neoplasms",4
"2003-2007","S01002229","Female","Malignant Neoplasms",11
"2001-2005","S01002237","Female","Malignant Neoplasms",8
"2000-2004","S01002229","Female","Malignant Neoplasms",11
"1998-2002","S01002225","Female","Malignant Neoplasms",2
"2005-2009","S01002239","Female","Malignant Neoplasms",21
"1998-2002","S01002227","Female","Malignant Neoplasms",17
"1997-2001","S01002227","Female","Malignant Neoplasms",18
"2004-2008","S01002227","Female","Malignant Neoplasms",25
"2004-2008","S01002235","Female","Malignant Neoplasms",12
"2004-2008","S01002229","Female","Malignant Neoplasms",13
"2001-2005","S01002225","Female","Malignant Neoplasms",1
"2003-2007","S01002234","Female","Malignant Neoplasms",5
"1998-2002","S01002231","Female","Malignant Neoplasms",18
"2003-2007","S01002235","Female","Malignant Neoplasms",14
"2004-2008","S01002225","Female","Malignant Neoplasms",7
"2001-2005","S01002236","Female","Malignant Neoplasms",14
"1997-2001","S01002234","Female","Malignant Neoplasms",15
"2005-2009","S01002229","Female","Malignant Neoplasms",16
"1998-2002","S01002236","Female","Malignant Neoplasms",13
"2004-2008","S01002236","Female","Malignant Neoplasms",18
"2001-2005","S01002233","Female","Malignant Neoplasms",17
"2000-2004","S01002226","Female","Malignant Neoplasms",10
"1999-2003","S01002229","Female","Malignant Neoplasms",11
"1999-2003","S01002227","Female","Malignant Neoplasms",20
"2002-2006","S01002229","Female","Malignant Neoplasms",14
"2001-2005","S01002231","Female","Malignant Neoplasms",15
"1997-2001","S01002235","Female","Malignant Neoplasms",10
"2005-2009","S01002234","Female","Malignant Neoplasms",6
